customer_id,first_name,email,loyalty_status,total_loyalty_points,last_purchase_date,segment_id,Customer_phone,Customer_since,earned_points,updated_total_points
C1490,Riya,user490@mail.com,Silver,2545,2024-04-22,REG,9285220694,2018-05-20,57209.1,59754.1
C1491,Neha,user491@mail.com,Platinum,2411,2024-03-31,HS,9887588450,2020-02-20,204253.6,206664.6
C1492,Pooja,user492@mail.com,Silver,4986,2024-09-22,HS,9152725050,2022-03-20,1341.8899999999999,6327.889999999999
C1493,Pooja,user493@mail.com,Bronze,1004,2024-08-25,REG,9076675731,2015-05-08,182078.9,183082.9
C1494,Neha,user494@mail.com,Gold,20,2024-01-26,AR,9064035859,2015-09-07,177482.96,177502.96
C1495,Rahul,user495@mail.com,Platinum,406,2024-10-12,HS,9178158234,2020-05-15,97798.65999999999,98204.65999999999
C1496,Amit,user496@mail.com,Bronze,1014,2024-05-07,HS,9851078441,2019-07-04,5305.65,6319.65
C1497,Riya,user497@mail.com,Bronze,4431,2024-03-03,AR,9330295664,2019-10-13,0.0,4431.0
C1498,Riya,user498@mail.com,Gold,1838,2024-08-21,HS,9638923667,2022-09-11,58697.299999999996,60535.299999999996
C1499,Rahul,user499@mail.com,Gold,3188,2024-03-09,AR,9804187231,2016-03-18,150831.2,154019.2
